,WiscID,WBIC,LakeName,Year,Date1,Date2,DeltaDate,Stage1_mm,Stage2_mm,DeltaWaterLevel_mm,Precip_mm,Evap_mm
698,16,45100,Cedar Lake,1966,1966-08-19,9/3/66,15,2179.32,2148.84,-30.48,59.99763667,-32.78769396
699,16,45100,Cedar Lake,1966,1966-09-03,9/24/66,21,2148.84,2087.88,-60.96,13.90044058,-50.86588851
700,16,45100,Cedar Lake,1966,1966-09-24,10/15/66,21,2087.88,2011.68,-76.2,21.4035193,-39.2576626
701,16,45100,Cedar Lake,1966,1966-10-15,11/12/66,28,2011.68,1987.296,-24.384,27.79888166,-26.35540824
702,16,45100,Cedar Lake,1967,1967-05-20,6/8/67,19,2173.224,2124.456,-48.768,25.10757082,-44.21255294
703,16,45100,Cedar Lake,1967,1967-06-08,6/24/67,16,2124.456,2127.504,3.048,103.6914482,-40.45874143
704,16,45100,Cedar Lake,1967,1967-06-24,7/15/67,21,2127.504,2133.6,6.096,57.62324467,-65.97299132
705,16,45100,Cedar Lake,1967,1967-07-15,8/5/67,21,2133.6,2042.16,-91.44,33.27347981,-69.68634405
706,16,45100,Cedar Lake,1967,1967-08-05,8/26/67,21,2042.16,1950.72,-91.44,21.49949472,-66.13566317
707,16,45100,Cedar Lake,1967,1967-08-26,9/13/67,18,1950.72,1880.616,-70.104,20.38977888,-56.53026438
708,16,45100,Cedar Lake,1967,1967-09-13,9/30/67,17,1880.616,1865.376,-15.24,28.14679258,-33.1357522
709,16,45100,Cedar Lake,1967,1967-09-30,10/21/67,21,1865.376,1825.752,-39.624,51.51280934,-21.5188452
710,16,45100,Cedar Lake,1967,1967-10-21,11/14/67,24,1825.752,1898.904,73.152,107.3635079,-18.3170238
711,16,45100,Cedar Lake,1968,1968-05-18,6/6/68,19,1911.096,1911.096,0,49.16940941,-33.04233945
712,16,45100,Cedar Lake,1968,1968-06-06,6/22/68,16,1911.096,1950.72,39.624,69.34024435,-51.1464102
713,16,45100,Cedar Lake,1968,1968-06-22,7/12/68,20,1950.72,1965.96,15.24,80.26144781,-61.58014093
714,16,45100,Cedar Lake,1968,1968-07-12,7/27/68,15,1965.96,1920.24,-45.72,36.7905792,-50.381386
715,16,45100,Cedar Lake,1968,1968-07-27,8/17/68,21,1920.24,1865.376,-54.864,36.82157126,-64.13158909
716,16,45100,Cedar Lake,1968,1968-08-17,9/7/68,21,1865.376,1786.128,-79.248,41.06248531,-66.42669253
717,16,45100,Cedar Lake,1968,1968-09-07,9/28/68,21,1786.128,1792.224,6.096,58.51101734,-37.24021723
718,16,45100,Cedar Lake,1968,1968-09-28,10/19/68,21,1792.224,1737.36,-54.864,9.371600256,-25.73678424
719,16,45100,Cedar Lake,1968,1968-10-19,11/9/68,21,1737.36,1706.88,-30.48,25.96135219,-22.68116834
720,16,45100,Cedar Lake,1969,1969-05-17,6/4/69,18,1871.472,1856.232,-15.24,58.73096102,-49.03746548
721,16,45100,Cedar Lake,1969,1969-06-04,6/21/69,17,1856.232,1871.472,15.24,52.62352493,-43.49495302
722,16,45100,Cedar Lake,1969,1969-06-21,7/8/69,17,1871.472,1935.48,64.008,143.5172502,-48.50608851
723,16,45100,Cedar Lake,1969,1969-07-08,7/26/69,18,1935.48,1892.808,-42.672,16.78270253,-54.75729282
724,16,45100,Cedar Lake,1969,1969-07-26,8/14/69,19,1892.808,1844.04,-48.768,34.06827629,-56.02952333
725,16,45100,Cedar Lake,1969,1969-08-14,8/30/69,16,1844.04,1770.888,-73.152,0,-51.76486185
726,16,45100,Cedar Lake,1969,1969-08-30,9/20/69,21,1770.888,1722.12,-48.768,42.11021702,-53.56612421
727,16,45100,Cedar Lake,1969,1969-09-20,10/11/69,21,1722.12,1697.736,-24.384,21.11759251,-38.0242601
728,16,45100,Cedar Lake,1969,1969-10-11,11/1/69,21,1697.736,1691.64,-6.096,90.96370733,-16.45074996
729,16,45100,Cedar Lake,1970,1970-05-16,6/6/70,21,1591.056,1615.44,24.384,92.03843213,-35.53278074
730,16,45100,Cedar Lake,1970,1970-06-06,6/27/70,21,1615.44,1530.096,-85.344,23.65194355,-79.07759658
731,16,45100,Cedar Lake,1970,1970-06-27,7/16/70,19,1530.096,1456.944,-73.152,44.04072269,-61.89236964
732,16,45100,Cedar Lake,1970,1970-07-16,8/18/70,33,1456.944,1310.64,-146.304,29.69839526,-104.8334727
733,16,45100,Cedar Lake,1970,1970-08-18,9/2/70,15,1310.64,1280.16,-30.48,44.16569069,-45.01361111
734,16,45100,Cedar Lake,1970,1970-09-02,9/19/70,17,1280.16,1322.832,42.672,115.5944003,-32.44566035
735,16,45100,Cedar Lake,1970,1970-09-19,10/6/70,17,1322.832,1295.4,-27.432,45.81426854,-25.56026015
736,16,45100,Cedar Lake,1970,1970-10-06,10/24/70,18,1295.4,1267.968,-27.432,22.92113069,-24.31054776
737,16,45100,Cedar Lake,1970,1970-10-24,11/14/70,21,1267.968,1359.408,91.44,105.8458965,-10.6698086
738,16,45100,Cedar Lake,1971,1971-05-15,6/5/71,21,1670.304,1645.92,-24.384,36.85456282,-46.26894037
739,16,45100,Cedar Lake,1971,1971-06-05,6/26/71,21,1645.92,1645.92,0,71.71163712,-68.69889241
740,16,45100,Cedar Lake,1971,1971-06-26,7/17/71,21,1645.92,1554.48,-91.44,22.35427584,-84.01050136
741,16,45100,Cedar Lake,1971,1971-07-17,8/14/71,28,1554.48,1481.328,-73.152,79.37467488,-78.64359246
742,16,45100,Cedar Lake,1971,1971-08-14,9/4/71,21,1481.328,1463.04,-18.288,46.9539767,-48.55813191
743,16,45100,Cedar Lake,1971,1971-09-04,9/25/71,21,1463.04,1402.08,-60.96,28.01982509,-53.97857565
744,16,45100,Cedar Lake,1971,1971-09-25,10/16/71,21,1402.08,1408.176,6.096,44.00973062,-28.5381368
745,16,45100,Cedar Lake,1971,1971-10-16,11/13/71,28,1408.176,1411.224,3.048,81.65209171,-16.92416939
746,16,45100,Cedar Lake,1972,1972-05-17,6/3/72,17,1719.072,1700.784,-18.288,28.0518169,-49.85236355
747,16,45100,Cedar Lake,1972,1972-06-03,7/13/72,40,1700.784,1728.216,27.432,97.74197165,-114.8066652
748,16,45100,Cedar Lake,1972,1972-07-13,7/29/72,16,1728.216,1755.648,27.432,65.5422169,-44.30607541
749,16,45100,Cedar Lake,1972,1972-07-29,8/19/72,21,1755.648,1880.616,124.968,104.137334,-48.14163814
750,16,45100,Cedar Lake,1972,1972-08-19,9/9/72,21,1880.616,1856.232,-24.384,57.52526976,-42.7162529
751,16,45100,Cedar Lake,1972,1972-09-09,9/30/72,21,1856.232,1920.24,64.008,135.000431,-34.57017548
752,16,45100,Cedar Lake,1972,1972-09-30,10/18/72,18,1920.24,1831.848,-88.392,2.216432448,-26.16601011
753,16,45100,Cedar Lake,1972,1972-10-18,11/11/72,24,1831.848,1865.376,33.528,91.84948051,-16.20117822
754,16,45100,Cedar Lake,1973,1973-05-16,6/2/73,17,2389.632,2484.12,94.488,90.48982867,-29.33362138
755,16,45100,Cedar Lake,1973,1973-06-02,6/23/73,21,2484.12,2453.64,-30.48,41.03249299,-63.98312423
756,16,45100,Cedar Lake,1973,1973-06-23,7/11/73,18,2453.64,2398.776,-54.864,34.19524378,-57.48722125
757,16,45100,Cedar Lake,1973,1973-07-11,7/28/73,17,2398.776,2383.536,-15.24,26.34225466,-59.27907379
758,16,45100,Cedar Lake,1973,1973-07-28,8/18/73,21,2383.536,2386.584,3.048,58.03613894,-51.07659983
759,16,45100,Cedar Lake,1973,1973-08-18,9/8/73,21,2386.584,2356.104,-30.48,40.65458976,-45.99769772
760,16,45100,Cedar Lake,1973,1973-09-08,9/29/73,21,2356.104,2337.816,-18.288,58.73496,-41.27830919
761,16,45100,Cedar Lake,1973,1973-09-29,10/20/73,21,2337.816,2380.488,42.672,50.27612602,-32.64218434
762,16,45100,Cedar Lake,1973,1973-10-20,11/10/73,21,2380.488,2328.672,-51.816,53.54128992,-21.89390082
763,16,45100,Cedar Lake,1974,1974-05-15,5/30/74,15,2740.152,2743.2,3.048,40.30367962,-36.33308259
764,16,45100,Cedar Lake,1974,1974-05-30,6/14/74,15,2743.2,2779.776,36.576,81.46513958,-31.86063028
765,16,45100,Cedar Lake,1974,1974-06-14,6/29/74,15,2779.776,2755.392,-24.384,26.40623827,-48.16715685
766,16,45100,Cedar Lake,1974,1974-06-29,7/14/74,15,2755.392,2734.056,-21.336,35.39893555,-56.94382488
767,16,45100,Cedar Lake,1974,1974-07-14,7/29/74,15,2734.056,2697.48,-36.576,46.25615539,-51.60461882
768,16,45100,Cedar Lake,1974,1974-07-29,8/13/74,15,2697.48,2648.712,-48.768,22.79716243,-42.72741549
769,16,45100,Cedar Lake,1974,1974-08-13,8/28/74,15,2648.712,2606.04,-42.672,38.59511712,-35.43169222
770,16,45100,Cedar Lake,1974,1974-08-28,9/12/74,15,2606.04,2554.224,-51.816,27.2930112,-33.8721785
771,16,45100,Cedar Lake,1974,1974-09-12,9/27/74,15,2554.224,2505.456,-48.768,16.9706544,-44.96548674
772,16,45100,Cedar Lake,1974,1974-09-27,10/12/74,15,2505.456,2481.072,-24.384,30.64715232,-18.69844087
773,16,45100,Cedar Lake,1974,1974-10-12,10/27/74,15,2481.072,2468.88,-12.192,18.77419258,-8.879525766
774,16,45100,Cedar Lake,1974,1974-10-27,11/15/74,19,2468.88,2453.64,-15.24,42.364152,-16.00228446
775,16,45100,Cedar Lake,1975,1975-05-15,6/5/75,21,2749.296,2791.968,42.672,72.82035322,-52.12740539
776,16,45100,Cedar Lake,1975,1975-06-05,6/21/75,16,2791.968,2804.16,12.192,66.93186106,-44.20788867
777,16,45100,Cedar Lake,1975,1975-06-21,7/8/75,17,2804.16,2743.2,-60.96,18.80518464,-63.62825865
778,16,45100,Cedar Lake,1975,1975-07-08,7/23/75,15,2743.2,2654.808,-88.392,33.6253897,-53.36810092
779,16,45100,Cedar Lake,1975,1975-07-23,8/7/75,15,2654.808,2566.416,-88.392,18.14035488,-59.58689548
780,16,45100,Cedar Lake,1975,1975-08-07,8/22/75,15,2566.416,2532.888,-33.528,41.63533862,-53.29068758
781,16,45100,Cedar Lake,1975,1975-08-22,9/6/75,15,2532.888,2615.184,82.296,143.9351432,-27.8973967
782,16,45100,Cedar Lake,1975,1975-09-06,9/21/75,15,2615.184,2569.464,-45.72,18.30031392,-32.14029865
783,16,45100,Cedar Lake,1975,1975-09-21,10/6/75,15,2569.464,2520.696,-48.768,7.5980544,-29.04787171
784,16,45100,Cedar Lake,1975,1975-10-06,10/21/75,15,2520.696,2481.072,-39.624,5.31863808,-25.67348595
785,16,45100,Cedar Lake,1975,1975-10-21,11/15/75,25,2481.072,2429.256,-51.816,24.4097495,-27.30670695
786,16,45100,Cedar Lake,1976,1976-05-15,5/30/76,15,2791.968,2785.872,-6.096,44.93049485,-45.15647938
787,16,45100,Cedar Lake,1976,1976-05-30,6/14/76,15,2785.872,2746.248,-39.624,23.55596813,-48.04748419
788,16,45100,Cedar Lake,1976,1976-06-14,6/29/76,15,2746.248,2673.096,-73.152,25.74140851,-52.30712387
789,16,45100,Cedar Lake,1976,1976-06-29,7/14/76,15,2673.096,2590.8,-82.296,7.314127104,-54.27636462
790,16,45100,Cedar Lake,1976,1976-07-14,8/2/76,19,2590.8,2593.848,3.048,96.02841043,-75.73602978
791,16,45100,Cedar Lake,1976,1976-08-02,8/19/76,17,2593.848,2508.504,-85.344,8.768754624,-48.86524945
792,16,45100,Cedar Lake,1976,1976-08-19,9/3/76,15,2508.504,2435.352,-73.152,18.01538688,-44.86064796
793,16,45100,Cedar Lake,1976,1976-09-03,9/18/76,15,2435.352,2368.296,-67.056,9.086673216,-34.95116004
794,16,45100,Cedar Lake,1976,1976-09-18,10/3/76,15,2368.296,2316.48,-51.816,3.956986752,-36.75183068
795,16,45100,Cedar Lake,1976,1976-10-03,10/18/76,15,2316.48,2279.904,-36.576,21.30854362,-23.17283986
796,16,45100,Cedar Lake,1976,1976-10-18,11/15/76,28,2279.904,2234.184,-45.72,25.01359488,-21.02617813
797,16,45100,Cedar Lake,1977,1977-05-15,5/30/77,15,2389.632,2328.672,-60.96,17.12661446,-38.93749615
798,16,45100,Cedar Lake,1977,1977-05-30,6/14/77,15,2328.672,2340.864,12.192,67.84762656,-41.94231954
799,16,45100,Cedar Lake,1977,1977-06-14,6/29/77,15,2340.864,2304.288,-36.576,32.04279494,-48.89586634
800,16,45100,Cedar Lake,1977,1977-06-29,7/14/77,15,2304.288,2301.24,-3.048,58.00414714,-45.8020121
801,16,45100,Cedar Lake,1977,1977-07-14,7/29/77,15,2301.24,2276.856,-24.384,51.03793094,-54.89584359
802,16,45100,Cedar Lake,1977,1977-07-29,8/13/77,15,2276.856,2273.808,-3.048,64.24154995,-39.74541458
803,16,45100,Cedar Lake,1977,1977-08-13,8/28/77,15,2273.808,2310.384,36.576,49.86823046,-33.99568612
804,16,45100,Cedar Lake,1977,1977-08-28,9/12/77,15,2310.384,2292.096,-18.288,55.28284397,-26.30868819
805,16,45100,Cedar Lake,1977,1977-09-12,9/27/77,15,2292.096,2365.248,73.152,83.42963654,-22.23575582
806,16,45100,Cedar Lake,1977,1977-09-27,10/12/77,15,2365.248,2380.488,15.24,52.84246886,-20.11446575
807,16,45100,Cedar Lake,1977,1977-10-12,10/27/77,15,2380.488,2365.248,-15.24,2.090464704,-11.12772323
808,16,45100,Cedar Lake,1977,1977-10-27,11/15/77,19,2365.248,2392.68,27.432,46.66804992,-14.06420921
809,16,45100,Cedar Lake,1978,1978-05-15,5/30/78,15,2782.824,2767.584,-15.24,3.166189248,-32.55531324
810,16,45100,Cedar Lake,1978,1978-05-30,6/14/78,15,2767.584,2709.672,-57.912,28.43171962,-47.38762428
811,16,45100,Cedar Lake,1978,1978-06-14,6/29/78,15,2709.672,2776.728,67.056,74.08802861,-46.5865771
812,16,45100,Cedar Lake,1978,1978-06-29,7/14/78,15,2776.728,2770.632,-6.096,54.0451609,-51.92598596
813,16,45100,Cedar Lake,1978,1978-07-14,7/29/78,15,2770.632,2740.152,-30.48,44.89550381,-44.2797195
814,16,45100,Cedar Lake,1978,1978-07-29,8/13/78,15,2740.152,2667,-73.152,5.6985408,-54.99478489
815,16,45100,Cedar Lake,1978,1978-08-13,8/28/78,15,2667,2679.192,12.192,64.05059885,-31.86690715
816,16,45100,Cedar Lake,1978,1978-08-28,9/12/78,15,2679.192,2663.952,-15.24,41.28642797,-41.18713009
817,16,45100,Cedar Lake,1978,1978-09-12,9/27/78,15,2663.952,2712.72,48.768,136.5580322,-24.5049557
818,16,45100,Cedar Lake,1978,1978-09-27,10/12/78,15,2712.72,2700.528,-12.192,36.06176582,-16.90177467
819,16,45100,Cedar Lake,1978,1978-10-12,10/27/78,15,2700.528,2676.144,-24.384,19.75594118,-10.17195034
820,16,45100,Cedar Lake,1978,1978-10-27,11/15/78,19,2676.144,2648.712,-27.432,18.11036256,-12.9441056
821,16,45100,Cedar Lake,1979,1979-05-19,6/4/79,16,3087.624,3048,-39.624,39.05120033,-39.05281061
822,16,45100,Cedar Lake,1979,1979-06-04,6/19/79,15,3048,3032.76,-15.24,45.65760866,-41.04802621
823,16,45100,Cedar Lake,1979,1979-06-19,7/4/79,15,3032.76,3002.28,-30.48,45.60692164,-55.70651768
824,16,45100,Cedar Lake,1979,1979-07-04,7/19/79,15,3002.28,2929.128,-73.152,26.27587165,-44.83473826
825,16,45100,Cedar Lake,1979,1979-07-19,8/3/79,15,2929.128,2886.456,-42.672,28.3306455,-47.52846419
826,16,45100,Cedar Lake,1979,1979-08-03,8/18/79,15,2886.456,2874.264,-12.192,74.52771602,-42.51080948
827,16,45100,Cedar Lake,1979,1979-08-18,9/2/79,15,2874.264,2852.928,-21.336,40.42274913,-27.95006583
828,16,45100,Cedar Lake,1979,1979-09-02,9/17/79,15,2852.928,2782.824,-70.104,3.553889971,-45.97045
829,16,45100,Cedar Lake,1979,1979-09-17,10/2/79,15,2782.824,2718.816,-64.008,0,-46.24102641
830,16,45100,Cedar Lake,1979,1979-10-02,10/17/79,15,2718.816,2679.192,-39.624,16.47838045,-24.10033105
831,16,45100,Cedar Lake,1979,1979-10-17,11/1/79,15,2679.192,2700.528,21.336,44.07391419,-13.03297046
832,16,45100,Cedar Lake,1980,1980-05-15,5/30/80,15,2761.488,2752.344,-9.144,42.24238318,-29.85671274
833,16,45100,Cedar Lake,1980,1980-05-30,6/14/80,15,2752.344,2773.68,21.336,110.3229501,-40.82629405
834,16,45100,Cedar Lake,1980,1980-06-14,6/29/80,15,2773.68,2755.392,-18.288,35.45682073,-43.9037662
835,16,45100,Cedar Lake,1980,1980-06-29,7/14/80,15,2755.392,2697.48,-57.912,41.59184976,-46.41275629
836,16,45100,Cedar Lake,1980,1980-07-14,7/29/80,15,2697.48,2712.72,15.24,64.44339827,-53.31854477
837,16,45100,Cedar Lake,1980,1980-07-29,8/13/80,15,2712.72,2682.24,-30.48,85.06341819,-36.51572344
838,16,45100,Cedar Lake,1980,1980-08-13,8/28/80,15,2682.24,2688.336,6.096,77.27991128,-36.46121293
839,16,45100,Cedar Lake,1980,1980-08-28,9/12/80,15,2688.336,2679.192,-9.144,31.12632962,-33.9594727
840,16,45100,Cedar Lake,1980,1980-09-12,9/27/80,15,2679.192,2694.432,15.24,93.19923489,-24.55478523
841,16,45100,Cedar Lake,1980,1980-09-27,10/12/80,15,2694.432,2648.712,-45.72,3.350442067,-21.30868685
842,16,45100,Cedar Lake,1980,1980-10-12,10/27/80,15,2648.712,2657.856,9.144,52.68450931,-23.82191085
843,16,45100,Cedar Lake,1980,1980-10-27,11/15/80,19,2657.856,2636.52,-21.336,19.24087308,-13.82486838
844,16,45100,Cedar Lake,1981,1981-05-15,5/30/81,15,2737.104,2685.288,-51.816,8.948508595,-33.36361724
845,16,45100,Cedar Lake,1981,1981-05-30,6/14/81,15,2685.288,2648.712,-36.576,20.00287795,-43.66141569
846,16,45100,Cedar Lake,1981,1981-06-14,6/29/81,15,2648.712,2667,18.288,83.92610941,-41.55726371
847,16,45100,Cedar Lake,1981,1981-06-29,7/14/81,15,2667,2621.28,-45.72,32.65133912,-52.66421169
848,16,45100,Cedar Lake,1981,1981-07-14,7/31/81,17,2621.28,2596.896,-24.384,67.95359942,-52.88483768
849,16,45100,Cedar Lake,1981,1981-07-31,8/21/81,21,2596.896,2612.136,15.24,79.24070918,-47.58827766
850,16,45100,Cedar Lake,1981,1981-08-21,9/5/81,15,2612.136,2627.376,15.24,87.23766144,-24.21692717
851,16,45100,Cedar Lake,1981,1981-09-05,9/25/81,20,2627.376,2575.56,-51.816,66.79719554,-38.96319622
852,16,45100,Cedar Lake,1981,1981-09-25,10/10/81,15,2575.56,2593.848,18.288,92.90630989,-19.75282314
853,16,45100,Cedar Lake,1981,1981-10-10,10/25/81,15,2593.848,2627.376,33.528,67.15970271,-14.61517675
854,16,45100,Cedar Lake,1981,1981-10-25,11/15/81,21,2627.376,2590.8,-36.576,4.685500205,-13.68138741
855,16,45100,Cedar Lake,1982,1982-05-15,5/30/82,15,2804.16,2846.832,42.672,101.6178792,-31.94255339
856,16,45100,Cedar Lake,1982,1982-05-30,6/14/82,15,2846.832,2785.872,-60.96,3.399629472,-42.68180336
857,16,45100,Cedar Lake,1982,1982-06-14,6/29/82,15,2785.872,2791.968,6.096,44.679959,-36.33925313
858,16,45100,Cedar Lake,1982,1982-06-29,7/14/82,15,2791.968,2764.536,-27.432,47.19741437,-40.91503471
859,16,45100,Cedar Lake,1982,1982-07-14,7/29/82,15,2764.536,2715.768,-48.768,68.85356897,-39.58383498
860,16,45100,Cedar Lake,1982,1982-07-29,8/13/82,15,2715.768,2667,-48.768,52.63132293,-48.19398693
861,16,45100,Cedar Lake,1982,1982-08-13,8/28/82,15,2667,2636.52,-30.48,36.29750546,-40.92179905
862,16,45100,Cedar Lake,1982,1982-08-28,9/12/82,15,2636.52,2642.616,6.096,49.33676655,-29.52343663
863,16,45100,Cedar Lake,1982,1982-09-12,9/27/82,15,2642.616,2596.896,-45.72,25.68222367,-26.14120885
864,16,45100,Cedar Lake,1982,1982-09-27,10/12/82,15,2596.896,2569.464,-27.432,26.33735591,-18.19105443
865,16,45100,Cedar Lake,1982,1982-10-12,10/27/82,15,2569.464,2569.464,0,39.27474309,-21.65069416
866,16,45100,Cedar Lake,1982,1982-10-27,11/15/82,19,2569.464,2624.328,54.864,112.2771497,-13.03001896
3288,36,94300,West Alaska Lake,1974,1974-06-14,8/7/74,54,212402.928,212354.16,-48.768,133.8667213,-185.080809
3969,39,101600,Bing Lake,1978,1978-07-21,8/7/78,17,438.912,402.336,-36.576,39.48189005,NA
3970,39,101600,Bing Lake,1978,1978-08-07,8/29/78,22,402.336,432.816,30.48,79.62761011,NA
3971,39,101600,Bing Lake,1978,1978-08-29,9/15/78,17,432.816,502.92,70.104,96.88519104,NA
3972,39,101600,Bing Lake,1978,1978-09-15,10/2/78,17,502.92,481.584,-21.336,56.73747149,NA
3973,39,101600,Bing Lake,1978,1978-10-02,10/17/78,15,481.584,469.392,-12.192,33.46743014,NA
3974,39,101600,Bing Lake,1978,1978-10-17,11/6/78,20,469.392,438.912,-30.48,6.490338048,NA
3975,39,101600,Bing Lake,1979,1979-05-15,6/15/79,31,643.128,630.936,-12.192,97.60010797,NA
3976,39,101600,Bing Lake,1979,1979-06-15,6/30/79,15,630.936,609.6,-21.336,19.66716392,NA
3977,39,101600,Bing Lake,1979,1979-06-30,7/21/79,21,609.6,609.6,0,57.98115302,NA
3978,39,101600,Bing Lake,1979,1979-07-21,8/11/79,21,609.6,755.904,146.304,95.7871722,NA
3979,39,101600,Bing Lake,1979,1979-08-11,9/1/79,21,755.904,762,6.096,115.3913522,NA
3980,39,101600,Bing Lake,1979,1979-09-01,9/22/79,21,762,707.136,-54.864,17.40664276,NA
3981,39,101600,Bing Lake,1979,1979-09-22,10/13/79,21,707.136,688.848,-18.288,23.49528367,NA
3982,39,101600,Bing Lake,1979,1979-10-13,11/7/79,25,688.848,737.616,48.768,64.14717412,NA
4318,40,102100,Bughs Lake,1973,1973-07-03,9/7/73,66,265075.416,264828.528,-246.888,148.582953,-183.0209743
4319,40,102100,Bughs Lake,1973,1973-09-07,9/27/73,20,264828.528,264822.432,-6.096,54.27110304,-45.75080931
4464,42,102600,Crooked Lake,1973,1973-06-14,9/21/73,99,29614.368,29562.552,-51.816,214.6940243,-273.0977334
4691,45,103100,Twin Lakes,2002,2002-06-06,7/11/02,35,3337.56,3270.504,-67.056,181.4822287,-140.7870842
4692,45,103100,Twin Lakes,2002,2002-07-11,8/12/02,32,3270.504,3212.592,-57.912,72.71218092,-113.4811043
4693,45,103100,Twin Lakes,2004,2004-06-22,7/8/04,16,2965.704,2996.184,30.48,72.19771265,-53.69638516
4694,45,103100,Twin Lakes,2004,2004-07-08,8/23/04,46,2996.184,3063.24,67.056,108.0137414,-129.711648
4695,47,103600,Goose Lake,1983,1983-06-02,8/30/83,89,30190.44,30022.8,-167.64,283.9216974,-267.453225
4696,47,103600,Goose Lake,1984,1984-05-15,6/4/84,20,30141.672,30022.8,-118.872,53.63916486,-45.20443945
4697,48,103900,Irogami Lake,1966,1966-08-30,9/17/66,18,185.928,149.352,-36.576,28.5926784,NA
4698,48,103900,Irogami Lake,1966,1966-09-17,10/8/66,21,149.352,103.632,-45.72,6.521330112,NA
4699,48,103900,Irogami Lake,1966,1966-10-08,10/31/66,23,103.632,67.056,-36.576,15.07014106,NA
4700,48,103900,Irogami Lake,1967,1967-05-16,6/13/67,28,219.456,216.408,-3.048,97.26809299,NA
4701,48,103900,Irogami Lake,1967,1967-06-13,10/19/67,128,216.408,103.632,-112.776,268.9121409,NA
4702,48,103900,Irogami Lake,1968,1968-05-22,6/19/68,28,188.976,137.16,-51.816,74.71886707,NA
4703,48,103900,Irogami Lake,1968,1968-06-19,7/24/68,35,137.16,231.648,94.488,185.3855292,NA
4704,48,103900,Irogami Lake,1968,1968-07-24,8/22/68,29,231.648,158.496,-73.152,82.22294554,NA
4705,48,103900,Irogami Lake,1968,1968-08-22,9/18/68,27,158.496,170.688,12.192,102.969633,NA
4706,48,103900,Irogami Lake,1968,1968-09-18,10/24/68,36,170.688,128.016,-42.672,45.75028493,NA
4707,48,103900,Irogami Lake,1969,1969-05-26,6/17/69,22,335.28,323.088,-12.192,64.24055021,NA
4708,48,103900,Irogami Lake,1969,1969-06-17,7/23/69,36,323.088,353.568,30.48,163.5031325,NA
4709,48,103900,Irogami Lake,1969,1969-07-23,8/25/69,33,353.568,243.84,-109.728,33.18050362,NA
4710,48,103900,Irogami Lake,1969,1969-08-25,9/16/69,22,243.84,219.456,-24.384,51.42183264,NA
4711,48,103900,Irogami Lake,1969,1969-09-16,10/21/69,35,219.456,246.888,27.432,104.9631226,NA
4712,48,103900,Irogami Lake,1970,1970-05-27,6/23/70,27,222.504,201.168,-21.336,76.43542752,NA
4713,48,103900,Irogami Lake,1970,1970-06-23,7/22/70,29,201.168,143.256,-57.912,55.47179558,NA
4714,48,103900,Irogami Lake,1970,1970-07-22,8/13/70,22,143.256,85.344,-57.912,47.71878086,NA
4715,48,103900,Irogami Lake,1970,1970-08-13,9/14/70,32,85.344,60.96,-24.384,116.099271,NA
4716,48,103900,Irogami Lake,1970,1970-09-14,9/30/70,16,60.96,115.824,54.864,92.22438451,NA
4717,48,103900,Irogami Lake,1970,1970-09-30,10/17/70,17,115.824,67.056,-48.768,11.17413869,NA
4718,48,103900,Irogami Lake,1970,1970-10-17,11/14/70,28,67.056,146.304,79.248,87.00872006,NA
4719,48,103900,Irogami Lake,1971,1971-05-15,6/5/71,21,274.32,335.28,60.96,55.16687366,NA
4720,48,103900,Irogami Lake,1971,1971-06-05,6/26/71,21,335.28,323.088,-12.192,72.5314272,NA
4721,48,103900,Irogami Lake,1971,1971-06-26,7/17/71,21,323.088,249.936,-73.152,31.15702176,NA
4722,48,103900,Irogami Lake,1971,1971-07-17,8/7/71,21,249.936,231.648,-18.288,53.48030554,NA
4723,48,103900,Irogami Lake,1971,1971-08-07,8/27/71,20,231.648,213.36,-18.288,71.23475923,NA
4724,48,103900,Irogami Lake,1971,1971-08-27,9/11/71,15,213.36,152.4,-60.96,9.594543168,NA
4725,48,103900,Irogami Lake,1971,1971-09-11,9/30/71,19,152.4,213.36,60.96,59.84667533,NA
4726,48,103900,Irogami Lake,1971,1971-09-30,10/16/71,16,213.36,182.88,-30.48,21.82041254,NA
